,가족,강간,강제,검찰,경찰,고영,공개,관련,교도소,구속,국가,국민,기간,기사,기소,나라,뉴스,닷컴,당시,대법원,대상,대장,동아,명령,박사,버팀목,범죄,범죄자,범행,법무부,법원,보호,부조,부착,사건,사람,사실,사이,사진,사회,살인,살해,상호,서울,선고,성격,성년자,성범죄,성폭력,성폭행,수감,수사,시간,신상,아동,안해,얘기,여성,연금,오전,오후,위치,이날,이상,이유,이제,이후,자신,장치,재범,재판,재판부,정보,정부,조두,조사,종인,주식,주요,주장,주접,중심,지난해,지적,징역,차례,착용,처벌,추적,추천,추행,출소,치료,통첩,펀드,피해자,혐의,형사,확정,훼손
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32578834513386157,0.0,0.0,0.0,0.15412037580077292,0.0,0.3479040248013034,0.16525400699456122,0.7075063363782788,0.0,0.11146867453831827,0.0,0.0,0.0,0.0,0.0,0.18392716830877834,0.1753406675983026,0.0,0.0,0.13159401246386565,0.2141718708411419,0.0,0.08000872180778988,0.0,0.15727345311724716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05829779078968314,0.0,0.0,0.0,0.0,0.0,0.0,0.06115058750813401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05594073348246496,0.0,0.0,0.0,0.05829779078968314,0.0,0.0,0.0676928098318684,0.0,0.0,0.0,0.0,0.0,0.0,0.17784117050319756,0.0
11,0.0,0.0,0.0,0.07358324047133626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058181419583489595,0.0,0.0,0.0,0.0,0.0,0.17063379073051352,0.0,0.0,0.18134515140042573,0.0,0.0,0.0,0.2859625817491809,0.0,0.24206938719863808,0.22996535454362482,0.0,0.0,0.4653551292385172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04967313764125105,0.0,0.07422607339143551,0.1461564752252755,0.29181295763354353,0.0,0.0,0.0,0.0,0.0,0.07637580657675601,0.0,0.0,0.0,0.0,0.0,0.0,0.054084304810032145,0.0,0.0,0.0,0.0,0.0,0.0,0.05673091500214702,0.5846618185269853,0.07474993612838866,0.0,0.0,0.0,0.0,0.08249382989457972,0.0,0.0,0.0,0.0,0.0,0.0,0.07101779756237694,0.0,0.0,0.0,0.0,0.0,0.054084304810032145,0.0,0.0,0.06280029673169388,0.16365165202227847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1423236565906492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46404832131249873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14629366628413923,0.0,0.11900258518383211,0.0,0.187490341146326,0.0,0.0,0.0,0.0,0.0,0.0,0.44238457648739743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5290679825582191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44869334634517893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1293997273052398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09277729300953953,0.1934848799679055,0.0,0.0,0.0,0.19393503981832116,0.2122527559634302,0.0,0.0,0.103582839886122,0.0,0.3001045468123099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18893743046684897,0.0,0.0,0.0,0.300065879893967,0.0,0.09847095660496058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061216492856864556,0.0,0.0,0.0,0.0,0.44660293184190575,0.0,0.08238170562144367,0.0,0.0,0.18824899089364222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10293274260232889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29426884353278027,0.08752135869865312,0.08238170562144367,0.19187368527086196,0.0,0.0,0.43665439924660593,0.0,0.20046966360976343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10166426338816942,0.0
14,0.10990606435462782,0.0,0.0,0.20478358640846087,0.18433722078933418,0.0,0.1576758285346227,0.0,0.11295116343149071,0.0,0.0,0.054616822364687394,0.0,0.0,0.0,0.0,0.0,0.0,0.2069348206249966,0.23391452880570732,0.0,0.0,0.0,0.08411451267908104,0.0,0.06151642163127415,0.07883791426731135,0.0,0.0829617211245308,0.11228063381621474,0.10666634084854659,0.0,0.06158630046335291,0.14389915074956436,0.42351228846902406,0.11032836411500772,0.2223706884327533,0.09721889929565426,0.08726156035416796,0.0,0.0,0.0,0.06151642163127415,0.08493985738911948,0.20736195924190814,0.061099467518296785,0.0,0.10168907682555253,0.0,0.2881528431871444,0.0,0.0,0.0,0.08676247729374967,0.10627767604037253,0.08009882871909266,0.0,0.0,0.12317260092670582,0.0,0.22456126763242948,0.0,0.10014790688130698,0.0,0.0,0.0,0.0,0.08578100993189453,0.0,0.0,0.10401526153321382,0.1006556447524137,0.0,0.0,0.0,0.11479096485946562,0.06158630046335291,0.06158630046335291,0.06144665380612389,0.0,0.0,0.0,0.0988219545000795,0.0,0.2166480602853289,0.0,0.0,0.082172401145306,0.0,0.0,0.0,0.17477444469493708,0.0,0.0,0.06151642163127415,0.0,0.0,0.10328630145091894,0.11479096485946562,0.13008818968522695
15,0.0,0.16848268876065,0.0,0.0,0.0,0.0,0.059266898496770755,0.0,0.08491174836879183,0.06588364383617537,0.07875137756533865,0.12317562041261033,0.0,0.0,0.06086219730560955,0.16461626598990375,0.06005491351725861,0.0,0.0,0.08792336000063364,0.08924797222884918,0.16982349673758365,0.0,0.0,0.0,0.0,0.11853379699354151,0.14956932296456932,0.06236699626950509,0.08440767350814933,0.0,0.0,0.0,0.0,0.2547024237878509,0.0,0.0,0.0,0.0,0.0,0.0,0.07875137756533865,0.0,0.06385407266283338,0.0,0.0,0.07764612751477401,0.3057816153794034,0.07631464620049487,0.32493107156836765,0.0,0.06992737763111732,0.0,0.0,0.5592643853946261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08792336000063364,0.0819966565145896,0.0,0.07158129245665966,0.0,0.0,0.0873715433331121,0.0,0.0756685147762949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16652118243618613,0.14858005316452544,0.06992737763111732,0.1628665435632503,0.0,0.0,0.12354724000947029,0.0,0.1701629963239565,0.14072076799094094,0.06569389468145277,0.0,0.0,0.0,0.12287855050678878,0.0,0.0,0.08629483067759428,0.0
16,0.06612658651779431,0.20226648041309878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09858302316527529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21110713159007383,0.0,0.0,0.0,0.0,0.0,0.0,0.284603885470327,0.11970709772955308,0.0,0.4053316851942067,0.25670943848553707,0.0,0.0,0.08657902271138436,0.101924937988617,0.06638066932755719,0.0,0.05849316862712424,0.0,0.0,0.0,0.06302829125451122,0.0,0.0,0.08317489799935077,0.0,0.18643112886726484,0.0,0.24431225948874405,0.17337136060009217,0.0,0.0,0.0,0.0522019098304808,0.3197175688557849,0.0,0.0,0.056052258270203006,0.0,0.0,0.0,0.0,0.0,0.1407380877267159,0.13125126971676848,0.0,0.0,0.0,0.0,0.0,0.0,0.060560936653579554,0.04937307129121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1783730105107311,0.05596604478875953,0.43449821707576786,0.0,0.0,0.09888044714579347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04917263233807118,0.03790952936736672,0.0,0.13813131629839706,0.0782694565643518
17,0.0,0.0,0.0,0.0,0.04736818377624538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053174972320274703,0.0,0.061013364755951725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28163762362366396,0.0,0.0,0.5223732763455368,0.11340204012524818,0.057141447565658,0.0,0.0,0.3660801885357104,0.0,0.0,0.0,0.04365311310984769,0.0,0.0,0.0,0.2613051698666063,0.0,0.5183160373853384,0.0,0.09561011844379819,0.05037184723337481,0.0,0.21847700506435827,0.0,0.12235468516970263,0.14363610308226124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050787534734909816,0.19122023688759637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12600679268424675,0.0,0.0,0.0,0.0
18,0.04487713527754167,0.09151276545597643,0.0,0.0,0.0,0.0,0.03219130595157544,0.0,0.0,0.0,0.042774461860054645,0.08920514223058276,0.04395728977140915,0.0,0.0,0.13411902893929017,0.03261932282545224,0.0,0.0,0.0,0.04847577403992437,0.09224103639477267,0.0,0.0,0.0,0.0,0.03219130595157544,0.2030995361088784,0.033875149689194445,0.0,0.0,0.0,0.0,0.02937864117158537,0.2766874548432555,0.18019827933655214,0.045399494218794384,0.0,0.0,0.04847577403992437,0.0,0.12832338558016393,0.0,0.0,0.028223528128192114,0.0,0.0,0.04152195316742312,0.7046658282198407,0.0,0.0,0.1139449000104486,0.0,0.03542708451430679,0.2603734929088498,0.0,0.032404037458224864,0.07608028508553684,0.0,0.0,0.0,0.0,0.0,0.04775629995595474,0.04453716195409173,0.032404037458224864,0.0,0.07005265832350187,0.03223365084897517,0.04745657617043672,0.08494357413605923,0.0,0.0,0.10311514854455481,0.1265115163575492,0.0,0.0,0.0,0.0,0.048900244879411144,0.0,0.1356710356164526,0.0807024843721355,0.03798163333681621,0.0,0.0,0.0,0.06710570492961228,0.0,0.09242543840217579,0.0,0.0,0.27895320630441794,0.0,0.0,0.1334850013946885,0.0,0.0,0.0,0.0
19,0.10167773768525543,0.05183492051876572,0.0,0.0,0.0,0.0,0.036467781889902635,0.0,0.0522474298123111,0.0,0.1938274573783287,0.10105566003492406,0.0,0.0,0.0,0.10129077505172807,0.0369526589565621,0.0,0.0,0.0,0.0,0.1044948596246222,0.0,0.0,0.0,0.0,0.5834845102384422,0.23008043214837343,0.0,0.0,0.0,0.16899347697625894,0.0,0.033281466743807456,0.03918052350095134,0.0,0.0,0.0,0.0,0.0,0.05235187932107215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04302732925569555,0.0,0.0,0.0,0.0,0.036708773858270476,0.0430936111569153,0.0,0.0,0.0,0.0,0.0,0.1082010362227813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17522032590061962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10246289775839036,0.0,0.04302732925569555,0.0,0.0,0.0,0.03801020397592008,0.0,0.1047037586421443,0.0,0.0,0.0,0.0,0.0,0.6426761056531667,0.0,0.0,0.0,0.0
